,id,title,type,release_year,runtime,genres,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
2527,tm792928,The Peacock Spring,MOVIE,1996,149,['drama'],0.0,7.3,146.0,1.101,
2528,tm326295,The Marriage Fool,MOVIE,1998,85,"['drama', 'comedy', 'romance']",0.0,6.3,341.0,2.91,8.0
2529,tm128072,The Boys of St. Vincent,MOVIE,1992,93,['drama'],0.0,7.6,1748.0,4.543,7.3
2531,tm47865,The Port of Last Resort,MOVIE,1998,79,"['documentation', 'european']",0.0,7.5,123.0,0.805,6.0
2532,tm115809,Witchcraft 666: The Devil's Mistress,MOVIE,1994,91,['horror'],0.0,,,1.922,3.6
2533,tm188120,Rain Without Thunder,MOVIE,1993,85,"['drama', 'scifi']",0.0,5.0,301.0,0.727,5.0
2534,tm104356,The Hunters,MOVIE,1996,113,"['thriller', 'european', 'crime']",0.0,7.0,8520.0,3.976,6.5
2535,tm480864,Coimbatore Mappillai,MOVIE,1996,131,"['comedy', 'drama', 'romance']",0.0,7.9,733.0,,
2536,tm106598,Angel Flight Down,MOVIE,1996,92,['drama'],0.0,4.9,232.0,1.922,3.3
2537,tm191921,I Went Down,MOVIE,1997,97,"['action', 'european', 'crime', 'drama', 'comedy']",0.0,6.8,2132.0,2.597,5.9
2538,tm184098,Alien Intruder,MOVIE,1993,90,['scifi'],0.0,,,2.149,4.5
2539,tm43138,The Joyriders,MOVIE,1999,100,"['drama', 'crime']",0.0,5.8,472.0,1.053,6.0
2540,tm52117,"Come On, Get Happy: The Partridge Family Story",MOVIE,1999,100,"['drama', 'music', 'comedy']",0.0,5.6,484.0,0.89,6.0
2541,tm26586,Grey Owl,MOVIE,1999,117,"['western', 'drama']",0.0,6.0,3746.0,8.263,5.6
2542,tm69039,Love Letters,MOVIE,1999,100,"['drama', 'romance']",0.0,6.5,28.0,1.4,7.0
2543,tm23350,Sharing the Secret,MOVIE,2000,90,['drama'],0.0,6.2,974.0,5.11,6.9
2544,tm124068,"Me, Myself and I",MOVIE,1992,97,['comedy'],0.0,5.1,140.0,1.312,7.0
2545,tm25962,Solomon and Gaenor,MOVIE,1999,105,"['romance', 'drama']",0.0,6.8,1338.0,4.114,6.3
2546,tm189439,The Summer House,MOVIE,1993,79,['drama'],0.0,,,1.6,5.0
2547,tm131174,Stormy Weathers,MOVIE,1992,95,"['action', 'crime']",0.0,5.6,185.0,1.078,5.0
2548,tm190231,Journey to the Center of the Earth,MOVIE,1993,90,"['fantasy', 'scifi']",0.0,3.1,840.0,4.127,3.5
2549,tm26328,Harlan County War,MOVIE,2000,104,['drama'],0.0,6.4,561.0,1.527,7.7
2550,tm26437,The Luzhin Defence,MOVIE,2000,109,"['drama', 'romance', 'european']",0.0,6.8,4477.0,9.336,6.3
2551,tm53521,A Marriage of Convenience,MOVIE,1998,105,"['drama', 'romance']",0.0,6.0,523.0,2.512,4.7
2552,tm114977,Veera,MOVIE,1994,140,"['comedy', 'romance', 'action']",0.0,6.7,630.0,1.844,5.9
2553,tm10104,The Return of Eliot Ness,MOVIE,1991,94,"['crime', 'drama']",0.0,6.0,210.0,1.71,
2554,tm10659,A Bucket of Blood,MOVIE,1995,83,"['thriller', 'horror', 'comedy']",0.0,3.7,19.0,3.261,5.0
2555,tm57394,Three Stooges: Family Album,MOVIE,1998,27,['documentation'],0.0,7.8,12.0,0.6,
2556,tm125149,Severed Ties,MOVIE,1992,92,"['horror', 'comedy', 'scifi']",0.0,4.4,686.0,1.991,4.3
2557,ts38808,Marvin the Tap-Dancing Horse,SHOW,2000,26,"['animation', 'fantasy']",2.0,7.6,91.0,0.627,
2558,tm9229,Salto al vacío,MOVIE,1995,85,"['drama', 'european', 'crime']",0.0,6.5,475.0,2.164,6.7
2559,tm110532,Broken English,MOVIE,1996,92,"['drama', 'romance']",0.0,6.4,699.0,2.498,6.6
2560,tm16433,Convict Cowboy,MOVIE,1995,98,"['drama', 'western', 'action']",0.0,5.6,248.0,3.063,6.1
2561,tm49179,Legion of Fire: Killer Ants,MOVIE,1998,95,['horror'],0.0,2.8,2043.0,5.803,3.3
2562,tm109106,McLeod's Daughters,MOVIE,1996,60,"['western', 'drama']",0.0,6.4,415.0,2.36,5.5
2563,tm117314,Once Upon a Time in China V,MOVIE,1994,101,['action'],0.0,5.9,1012.0,7.224,5.3
2564,tm9856,Carolina Skeletons,MOVIE,1991,90,"['thriller', 'crime', 'drama']",0.0,6.2,421.0,2.877,7.5
2565,tm59392,The Gardener,MOVIE,1998,105,['horror'],0.0,3.6,281.0,1.051,2.0
2566,tm104822,Small Faces,MOVIE,1996,108,['drama'],0.0,6.9,1554.0,2.66,6.2
2567,tm189865,Dil To Pagal Hai,MOVIE,1997,179,"['drama', 'comedy', 'romance']",0.0,7.0,22245.0,6.618,6.9
2568,tm316405,Eat Your Heart Out,MOVIE,1997,94,"['comedy', 'drama', 'european']",0.0,5.5,410.0,1.135,
2569,tm109818,Vows of Deception,MOVIE,1996,90,"['thriller', 'drama']",0.0,6.0,349.0,0.6,6.0
2570,tm50590,The Escape,MOVIE,1998,91,"['thriller', 'action']",0.0,4.5,253.0,2.066,6.0
2571,tm115143,Nightjohn,MOVIE,1996,92,['drama'],0.0,6.8,402.0,1.653,5.7
2572,tm191983,Volcano: Fire on the Mountain,MOVIE,1997,86,"['drama', 'action']",0.0,4.5,659.0,2.438,5.7
2573,tm110169,Till the End of the Night,MOVIE,1994,90,"['thriller', 'drama']",0.0,3.8,457.0,1.965,
2574,tm45723,Outlaw Justice,MOVIE,1999,96,"['western', 'european']",0.0,5.5,646.0,6.394,7.4
2575,tm126092,Gunaa,MOVIE,1991,167,"['thriller', 'romance', 'drama']",0.0,8.2,2681.0,2.592,7.0
2576,tm788923,White Lies,MOVIE,1997,94,"['comedy', 'romance']",0.0,4.8,143.0,1.183,
2577,tm190421,The Shooter,MOVIE,1997,91,['western'],0.0,5.0,616.0,3.262,4.6
2578,tm345578,The Mystery of Chaco Canyon,MOVIE,1999,56,['documentation'],0.0,7.4,162.0,1.151,8.0
2579,tm192032,The Ride,MOVIE,1997,101,"['drama', 'sport', 'western', 'family']",0.0,6.5,469.0,3.066,6.3
2580,tm117437,Deadly Vows,MOVIE,1994,87,"['drama', 'crime']",0.0,5.9,302.0,1.677,5.0
2581,tm203581,Uzhaippali,MOVIE,1993,156,"['action', 'comedy', 'romance']",0.0,6.2,391.0,1.538,6.3
2582,tm189309,The Criminal Mind,MOVIE,1993,93,"['drama', 'action', 'crime']",0.0,3.6,104.0,0.698,2.0
2583,tm455118,Have You Seen My Son,MOVIE,1996,120,['drama'],0.0,5.3,156.0,1.221,5.0
2584,tm751026,Periya Kudumbam,MOVIE,1995,150,[],0.0,5.2,37.0,,
2585,tm125779,Fraternity Demon,MOVIE,1992,85,['comedy'],0.0,3.3,142.0,1.148,2.8
2586,tm329262,Outlaws: The Legend of O.B. Taggart,MOVIE,1994,94,['western'],0.0,5.8,84.0,1.346,5.0
2587,tm114830,Dilwale,MOVIE,1994,180,"['action', 'drama', 'romance']",0.0,5.5,2914.0,3.358,7.5
2588,tm184335,Darr,MOVIE,1993,179,"['romance', 'thriller', 'action']",0.0,,,3.964,6.9
2589,tm115537,Pat and Margaret,MOVIE,1994,90,"['comedy', 'drama']",0.0,8.3,19.0,2.57,7.6
2590,ts39642,World War II: When Lions Roared,SHOW,1994,92,"['war', 'history', 'drama']",1.0,6.6,547.0,3.484,7.0
2591,tm446769,Red Ribbon Blues,MOVIE,1996,97,"['comedy', 'drama']",0.0,4.1,994.0,1.096,
2592,tm65492,Angel in Training,MOVIE,1999,89,"['fantasy', 'family']",0.0,4.4,203.0,2.457,6.0
2593,tm228721,Cries from the Heart,MOVIE,1994,120,['drama'],0.0,6.4,264.0,1.339,4.0
2594,tm49482,The Inspectors,MOVIE,1998,105,['crime'],0.0,5.9,556.0,1.48,6.1
2595,tm791277,Murder in Mind,MOVIE,1994,79,['thriller'],0.0,6.8,38.0,0.881,
2596,tm28874,Nostradamus,MOVIE,2000,88,"['fantasy', 'documentation', 'action', 'scifi']",0.0,4.4,653.0,4.59,2.9
2597,tm13149,The Adventurers,MOVIE,1995,110,"['thriller', 'action', 'drama']",0.0,6.0,391.0,3.614,5.2
2598,tm128285,Fatal Memories,MOVIE,1992,92,['drama'],0.0,5.5,150.0,1.503,5.5
2599,tm1926,A Fatal Inversion,MOVIE,1992,180,['thriller'],0.0,,,1.254,6.5
2600,tm257120,Us,MOVIE,1991,93,['drama'],0.0,7.0,138.0,1.011,2.0
2601,tm23434,Possessed,MOVIE,2000,89,"['horror', 'drama']",0.0,5.2,1466.0,5.258,5.6
2602,tm473597,The American,MOVIE,1998,84,"['drama', 'romance']",0.0,6.1,221.0,2.948,5.7
2603,tm191223,Daar,MOVIE,1993,178,"['thriller', 'action', 'drama', 'romance']",0.0,7.6,23591.0,0.000152997726845,7.1
2604,tm185790,Doorways,MOVIE,1993,83,['scifi'],0.0,5.4,243.0,0.6,
2605,tm113284,Steel Sharks,MOVIE,1996,94,"['thriller', 'action']",0.0,4.1,408.0,3.323,4.4
2606,tm115820,Unishe April,MOVIE,1994,138,['drama'],0.0,7.7,485.0,1.532,7.7
2607,tm55328,Silver Wolf,MOVIE,1999,98,"['drama', 'family']",0.0,6.1,536.0,4.799,5.9
2608,tm58893,Duplicate,MOVIE,1998,165,"['comedy', 'action', 'crime', 'thriller']",0.0,5.5,7557.0,6.309,6.0
2609,tm256778,The Black Velvet Gown,MOVIE,1991,103,['drama'],0.0,6.9,595.0,0.927,5.3
2610,tm44274,Absence of the Good,MOVIE,1999,90,['thriller'],0.0,5.2,727.0,2.97,4.2
2611,tm58552,Deadly Game,MOVIE,1998,92,"['thriller', 'family', 'action', 'comedy', 'crime']",0.0,4.6,172.0,3.781,6.5
2612,tm42187,Hellblock 13,MOVIE,1999,90,"['horror', 'thriller']",0.0,4.0,391.0,1.793,3.2
2613,tm64070,The Real Macaw,MOVIE,1998,91,"['action', 'family']",0.0,5.3,493.0,2.156,6.8
2614,tm128035,Beta,MOVIE,1992,155,"['drama', 'romance']",0.0,3.8,29.0,1.357,6.5
2615,ts44314,Rex the Runt,SHOW,1998,10,"['animation', 'comedy']",2.0,7.8,350.0,2.326,8.0
2616,tm14191,Abandoned and Deceived,MOVIE,1995,120,['drama'],0.0,6.0,292.0,1.363,6.8
2617,tm769507,Hammer Down,MOVIE,1992,83,"['drama', 'action', 'scifi']",0.0,3.2,49.0,0.84,
2618,tm13827,Taqdeerwala,MOVIE,1995,162,"['fantasy', 'comedy', 'action']",0.0,6.5,472.0,0.842,6.2
2619,tm25789,Dark Prince: The True Story of Dracula,MOVIE,2000,92,"['horror', 'thriller']",0.0,6.0,2465.0,4.514,6.6
2620,tm189124,The Hawk,MOVIE,1993,88,"['thriller', 'drama']",0.0,5.5,418.0,1.212,5.7
2621,ts246865,I've Got a Secret,SHOW,2000,29,"['family', 'comedy']",1.0,7.3,15.0,0.6,
2622,tm213521,For Hope,MOVIE,1996,100,['drama'],0.0,7.0,268.0,1.507,6.0
2623,tm1036981,Do You Wanna Dance?,MOVIE,1999,104,"['comedy', 'romance']",0.0,6.0,122.0,0.652,
2624,tm192213,Final Descent,MOVIE,1997,100,"['thriller', 'drama', 'european']",0.0,5.5,821.0,3.157,4.4
2625,ts27243,Stickin' Around,SHOW,1996,25,"['comedy', 'family', 'animation']",4.0,7.2,460.0,1.193,
2626,tm199470,Split Images,MOVIE,1992,90,['thriller'],0.0,5.2,58.0,1.44,
2627,tm57193,The Patron Saint of Liars,MOVIE,1998,92,['drama'],0.0,5.1,311.0,1.75,4.0
2628,tm21579,Vaanavil,MOVIE,2000,162,['drama'],0.0,6.3,11.0,0.637,5.5
2629,tm54394,Pep Squad,MOVIE,1998,84,"['horror', 'comedy', 'crime']",0.0,4.1,456.0,1.232,4.3
2631,tm406354,Mind Games,MOVIE,1998,90,"['thriller', 'drama']",0.0,4.8,141.0,0.901,3.5
2632,tm11620,Another Pair of Aces: Three of a Kind,MOVIE,1991,93,"['western', 'crime', 'drama']",0.0,5.5,221.0,1.903,
2633,tm49173,The Nuttiest Nutcracker,MOVIE,1999,48,['fantasy'],0.0,,,2.238,5.8
2634,tm26653,Lured Innocence,MOVIE,2000,97,"['thriller', 'drama']",0.0,4.8,386.0,2.025,5.0
2635,tm103443,Murder at My Door,MOVIE,1996,96,"['thriller', 'drama']",0.0,4.8,368.0,2.473,3.0
2637,tm27441,Her Married Lover,MOVIE,1999,85,"['thriller', 'crime', 'romance']",0.0,5.2,423.0,2.227,3.0
2638,tm39134,Hum Aapke Dil Mein Rehte Hain,MOVIE,1999,168,"['drama', 'romance']",0.0,5.5,1651.0,1.293,6.1
2639,tm196365,The Long Island Incident,MOVIE,1998,96,"['crime', 'drama']",0.0,6.1,222.0,1.854,6.0
2640,tm25690,First Target,MOVIE,2000,93,['action'],0.0,5.1,663.0,5.978,4.2
2641,tm191600,Too Close To Home,MOVIE,1997,115,"['drama', 'thriller', 'crime']",0.0,6.1,336.0,2.598,4.5
2642,tm25675,Across the Line,MOVIE,2000,99,"['drama', 'thriller']",0.0,5.5,324.0,2.408,4.0
2643,tm109755,A Loss of Innocence,MOVIE,1996,91,"['drama', 'romance']",0.0,5.1,249.0,2.33,2.0
2644,tm192650,Home Invasion,MOVIE,1997,86,['thriller'],0.0,4.9,270.0,1.96,7.5
2645,tm9397,Hard Promises,MOVIE,1992,95,"['comedy', 'romance', 'drama', 'family']",0.0,5.5,620.0,2.242,5.3
2646,tm24064,Beautiful Joe,MOVIE,2000,98,"['romance', 'thriller', 'comedy', 'drama']",0.0,5.6,2322.0,2.7,5.6
2647,tm231880,Doli Saja Ke Rakhna,MOVIE,1998,172,"['romance', 'drama']",0.0,6.3,550.0,2.467,6.0
2648,tm8505,A Chinese Ghost Story III,MOVIE,1991,104,"['comedy', 'action', 'fantasy', 'horror']",0.0,6.6,2641.0,7.147,6.2
2649,tm190288,Once Upon a Time in China IV,MOVIE,1993,101,"['western', 'action']",0.0,5.8,1149.0,6.082,5.4
2650,tm256686,Don't Leave Me This Way,MOVIE,1993,133,[],0.0,6.3,110.0,2.258,8.0
2651,tm113226,Terror in the Family,MOVIE,1996,86,"['drama', 'romance']",0.0,5.6,604.0,1.72,5.4
2652,tm10129,Azhagan,MOVIE,1991,155,"['romance', 'family', 'drama']",0.0,7.1,208.0,1.862,6.0
2653,tm106397,The Princess Castle,MOVIE,1996,48,['fantasy'],0.0,,,1.073,6.0
2655,tm203696,Absolute Strangers,MOVIE,1991,96,['drama'],0.0,5.8,178.0,1.381,
2656,tm53257,Sweet Deception,MOVIE,1998,92,"['thriller', 'drama']",0.0,4.1,225.0,1.757,
2657,tm19309,Living in Fear,MOVIE,2000,110,"['thriller', 'drama']",0.0,5.0,340.0,1.584,6.0
2658,tm256669,Gumrah,MOVIE,1993,149,"['action', 'crime', 'drama', 'thriller']",0.0,6.1,784.0,2.345,6.7
2659,tm416466,Deadly Family Secrets,MOVIE,1995,95,"['thriller', 'drama']",0.0,4.9,122.0,1.592,3.0
2660,tm6395,Lamhe,MOVIE,1991,187,"['romance', 'drama']",0.0,7.2,2818.0,1.241,6.4
2661,tm332311,The King's Guard,MOVIE,2000,92,['action'],0.0,3.4,572.0,1.441,2.5
2662,tm44884,The Dark Room,MOVIE,1999,113,['thriller'],0.0,,,1.77,3.0
2663,tm183883,Ring of Fire II: Blood and Steel,MOVIE,1993,94,"['drama', 'sport', 'action']",0.0,4.4,593.0,3.397,4.2
2664,tm110676,A Holiday for Love,MOVIE,1996,105,"['romance', 'drama', 'family']",0.0,6.4,660.0,2.307,5.8
2665,tm118690,Yeh Dillagi,MOVIE,1994,155,"['comedy', 'drama', 'romance']",0.0,5.9,4501.0,2.343,6.4
2666,tm116395,Every Breath,MOVIE,1994,88,['thriller'],0.0,3.9,233.0,0.905,2.0
2667,tm193173,Bright Hair,MOVIE,1997,125,"['crime', 'drama', 'romance', 'thriller']",0.0,6.7,213.0,1.448,4.3
2668,tm466045,King girl,MOVIE,1996,71,['drama'],0.0,7.9,53.0,1.4,4.5
2669,tm16525,Go Now,MOVIE,1995,81,"['drama', 'sport', 'romance']",0.0,7.2,1188.0,1.768,6.9
2670,tm23595,The Color of Love: Jacey's Story,MOVIE,2000,120,['drama'],0.0,6.7,340.0,3.052,6.3
2671,tm334881,Richard Lewis: The Magical Misery Tour,MOVIE,1997,57,"['comedy', 'documentation']",0.0,5.7,22.0,0.841,
2672,ts71025,The Tales of Para Handy,SHOW,1994,48,"['comedy', 'drama']",2.0,8.0,98.0,2.33,5.0
2673,tm129539,Dead On: Relentless II,MOVIE,1992,93,['thriller'],0.0,,,2.641,6.1
2675,tm12563,Where Sleeping Dogs Lie,MOVIE,1991,95,"['thriller', 'drama', 'crime']",0.0,4.4,969.0,2.893,4.4
2676,tm322360,"Michael Landon, the Father I Knew",MOVIE,1999,120,['drama'],0.0,6.1,436.0,2.944,4.0
2677,tm13621,The Michelle Apartments,MOVIE,1995,91,"['thriller', 'comedy', 'drama']",0.0,6.2,74.0,0.908,
2678,tm117500,Next Door,MOVIE,1994,95,"['drama', 'comedy']",0.0,5.7,713.0,1.294,5.0
2679,ts28352,Timothy Goes to School,SHOW,2000,21,"['animation', 'comedy', 'family']",2.0,6.6,478.0,3.833,5.7
2680,tm195452,Voices,MOVIE,1995,93,['drama'],0.0,6.3,230.0,1.434,5.5
2681,tm106168,Sudden Terror: The Hijacking of School Bus #17,MOVIE,1996,91,"['drama', 'thriller']",0.0,4.4,507.0,1.845,3.7
2682,tm41169,The Fixer,MOVIE,1998,105,['drama'],0.0,5.5,357.0,1.495,4.5
2683,tm108009,Joe & Joe,MOVIE,1996,79,"['romance', 'comedy', 'music']",0.0,7.0,83.0,0.6,3.5
2684,tm6851,The Black Candle,MOVIE,1991,103,['drama'],0.0,6.3,316.0,2.158,6.0
2685,tm106306,Diljale,MOVIE,1996,160,"['romance', 'action', 'drama']",0.0,5.8,1690.0,1.932,8.6
2686,tm182345,The Mystery of the Sphinx,MOVIE,1993,104,"['history', 'documentation']",0.0,6.8,340.0,1.511,8.0
2687,tm9286,Beauty Queen Butcher,MOVIE,1991,118,['thriller'],0.0,,,0.6,7.3
2689,tm210162,Diana: Her True Story,MOVIE,1993,180,['drama'],0.0,4.7,209.0,2.45,3.0
2690,tm9387,Hangfire,MOVIE,1991,91,"['thriller', 'action']",0.0,4.0,345.0,1.202,4.0
2691,tm117368,The Night Before Christmas,MOVIE,1994,43,['fantasy'],0.0,,,2.036,4.8
2692,tm109465,Timelock,MOVIE,1996,90,"['scifi', 'action']",0.0,3.0,473.0,1.931,3.7
2693,tm194016,No Secrets,MOVIE,1991,90,"['thriller', 'drama']",0.0,4.7,97.0,1.589,4.5
2694,tm109756,Paper Dragons,MOVIE,1996,95,['drama'],0.0,4.9,90.0,2.022,
2695,tm232696,The Disappearance of Vonnie,MOVIE,1994,91,['drama'],0.0,6.0,226.0,1.552,
2696,tm342278,ATF,MOVIE,1999,88,"['thriller', 'action', 'crime', 'drama']",0.0,4.9,280.0,1.748,4.7
2697,tm14537,The Christmas Elves,MOVIE,1995,48,['animation'],0.0,,,0.94,6.5
2698,tm215307,Double Edge,MOVIE,1992,81,"['drama', 'thriller']",0.0,5.4,155.0,0.884,
2699,tm110852,Broken Glass,MOVIE,1996,96,['drama'],0.0,7.0,66.0,1.4,
2700,tm608290,The Hands of a Madman,MOVIE,2000,88,['scifi'],0.0,6.2,13.0,0.6,
2701,tm8243,The Widowing of Mrs. Holroyd,MOVIE,1995,90,['drama'],0.0,,,0.6,5.0
2703,tm38007,A Memory in My Heart,MOVIE,1999,120,"['thriller', 'drama']",0.0,5.9,426.0,1.057,5.3
2704,tm45164,A Monkey's Tale,MOVIE,1999,80,"['family', 'action', 'animation', 'european']",0.0,5.6,453.0,3.122,6.3
2705,tm9718,Ragin Cajun,MOVIE,1991,91,"['action', 'drama', 'music']",0.0,4.1,100.0,1.064,3.7
2706,tm187177,Aaina,MOVIE,1993,143,"['romance', 'drama']",0.0,6.0,500.0,1.2,10.0
2707,tm114997,Salmonberries,MOVIE,1991,95,"['drama', 'european']",0.0,6.0,693.0,2.872,4.7
2708,tm771725,Cruel Train,MOVIE,1995,100,"['drama', 'crime']",0.0,5.8,100.0,0.6,1.0
2709,tm222630,The Whereabouts of Jenny,MOVIE,1991,105,['drama'],0.0,6.1,172.0,0.84,
2710,tm907472,Liz: The Elizabeth Taylor Story,MOVIE,1995,210,['drama'],0.0,6.2,492.0,0.84,
2711,tm781927,The Heart Surgeon,MOVIE,1997,150,['drama'],0.0,7.0,50.0,1.211,
2712,tm105014,Je Suis A Stand-up – Eddie Izzard Abroad,MOVIE,1996,48,['documentation'],0.0,7.6,31.0,0.6,
2713,tm20440,Da Hip Hop Witch,MOVIE,2000,86,['horror'],0.0,,,3.955,2.2
2714,tm310881,Friends at Last,MOVIE,1995,91,['drama'],0.0,6.2,109.0,0.99,5.0
2715,tm21178,Shutterspeed,MOVIE,2000,86,['action'],0.0,4.0,245.0,2.085,6.0
2716,tm125641,The Lost World,MOVIE,1992,99,"['scifi', 'action', 'fantasy']",0.0,5.3,1187.0,3.991,5.8
2717,tm674374,We Wish You a Merry Christmas,MOVIE,1994,30,['animation'],0.0,5.8,8.0,1.4,
2718,tm24538,Rhythm,MOVIE,2000,149,"['romance', 'drama']",0.0,7.6,912.0,1.482,7.6
2719,tm256697,Anari,MOVIE,1993,159,"['drama', 'comedy', 'romance']",0.0,5.2,496.0,1.068,6.7
2720,tm41679,One Special Night,MOVIE,1999,92,"['drama', 'romance']",0.0,7.3,1328.0,2.962,6.7
2721,tm54854,La Cucaracha,MOVIE,1998,97,"['thriller', 'crime', 'drama', 'comedy']",0.0,5.9,381.0,1.992,3.7
2722,tm764788,Little White Lies,MOVIE,1998,120,['thriller'],0.0,5.5,121.0,,
2723,tm192989,Address Unknown,MOVIE,1997,92,"['family', 'action']",0.0,5.9,326.0,1.319,5.8
2724,tm308068,Brazen Hussies,MOVIE,1996,85,"['drama', 'comedy']",0.0,6.2,79.0,1.797,5.0
2725,tm767031,Tommy Davidson: Illin' in Philly,MOVIE,1991,30,"['comedy', 'documentation']",0.0,8.3,42.0,,
2727,tm105398,Selva,MOVIE,1996,120,"['romance', 'action']",0.0,7.7,451.0,1.091,
2728,tm106938,"Mother, May I Sleep with Danger?",MOVIE,1996,93,['thriller'],0.0,4.8,958.0,3.12,4.9
2729,tm17791,Love The One You're With,MOVIE,2000,60,"['drama', 'romance', 'comedy']",0.0,3.5,26.0,0.6,
2730,tm116419,Genghis Cohn,MOVIE,1994,79,"['comedy', 'drama']",0.0,6.9,166.0,2.339,5.8
2732,tm119793,Savage Land,MOVIE,1994,98,['western'],0.0,4.3,154.0,1.723,
2733,tm116462,Where Truth Lies,MOVIE,1996,97,"['thriller', 'drama']",0.0,4.0,283.0,1.987,3.5
2734,tm780435,Kasak,MOVIE,1992,150,"['drama', 'romance']",0.0,5.5,37.0,0.6,
2735,tm47797,Assignment Berlin,MOVIE,1998,90,"['thriller', 'drama']",0.0,4.0,196.0,2.58,4.0
2736,tm14083,American Daughter,MOVIE,1995,98,"['comedy', 'drama']",0.0,6.3,568.0,1.469,5.9
2737,tm371580,Enakkoru Magan Pirappan,MOVIE,1996,150,"['comedy', 'drama']",0.0,4.8,17.0,1.166,
2738,tm115536,Deathfight,MOVIE,1994,93,['action'],0.0,5.1,95.0,1.503,4.3
2739,tm191083,Kaadhalukku Mariyaadai,MOVIE,1997,160,"['drama', 'romance']",0.0,8.2,4565.0,0.701,6.1
2741,tm191725,Raasi,MOVIE,1997,143,"['drama', 'family']",0.0,5.1,164.0,0.923,
2742,tm310535,Baby Brokers,MOVIE,1994,100,['drama'],0.0,5.4,135.0,1.52,4.5
2743,tm580638,It Might Be You,MOVIE,1995,77,['comedy'],0.0,5.2,13.0,,
2744,tm206368,Vallal,MOVIE,1997,145,[],0.0,5.7,27.0,1.198,
2746,tm19907,Starforce,MOVIE,2000,93,"['scifi', 'thriller', 'action']",0.0,4.3,364.0,2.191,1.0
2749,tm639678,Late Flowering Lust,MOVIE,1994,53,['drama'],0.0,6.9,19.0,,
2750,tm1093365,Flowers of the Forest,MOVIE,1996,89,[],0.0,7.3,,,
2751,tm186028,Silent Cries,MOVIE,1993,120,"['drama', 'war']",0.0,6.2,161.0,1.512,1.0
2752,tm316512,Nervous Energy,MOVIE,1995,104,[],0.0,,,1.023,4.0
2753,tm193797,Kottai Vaasal,MOVIE,1992,137,"['action', 'drama', 'comedy']",0.0,,,1.177,1.0
2754,tm569865,Baba Keno Chakar,MOVIE,1998,150,['drama'],0.0,6.7,103.0,,
2755,tm571274,Biyer Phul,MOVIE,1996,156,"['drama', 'romance']",0.0,6.4,95.0,0.915,
2757,tm787892,Acts of Defiance,MOVIE,1992,105,['documentation'],0.0,8.2,13.0,0.6,
2758,tm720996,Rupaye Dus Karod,MOVIE,1991,149,"['action', 'drama', 'thriller']",0.0,5.8,28.0,0.6,
2759,tm569671,Bidhilipi,MOVIE,1991,125,"['drama', 'romance']",0.0,7.2,52.0,1.15,7.0
2760,tm330954,In Your Dreams,MOVIE,1997,74,['drama'],0.0,7.8,90.0,1.739,
2763,ts7242,Dragon Half,SHOW,1993,26,"['scifi', 'fantasy', 'animation', 'comedy']",1.0,7.2,453.0,1.124,8.0
2764,tm12947,Never Say Never: The Deidre Hall Story,MOVIE,1995,95,['drama'],0.0,6.1,130.0,0.6,
2765,tm21758,Convergence,MOVIE,2000,93,"['thriller', 'horror']",0.0,4.2,580.0,1.912,6.0
2766,tm116502,Mugguru Monagallu,MOVIE,1994,108,"['comedy', 'drama', 'action']",0.0,6.2,159.0,1.265,6.0
2767,tm67302,Final Run,MOVIE,1999,89,"['action', 'thriller']",0.0,3.9,639.0,2.111,5.4
2768,tm793510,Age of Treason,MOVIE,1993,93,['history'],0.0,6.0,266.0,0.87,7.0
2769,tm192917,Miracle in the Woods,MOVIE,1997,92,['drama'],0.0,6.6,482.0,1.811,5.4
2770,tm319236,The Perfect Husband,MOVIE,1993,89,"['drama', 'european']",0.0,5.9,190.0,1.021,2.0
2771,tm189236,Fugitive Nights: Danger in the Desert,MOVIE,1993,95,"['action', 'thriller']",0.0,5.6,129.0,1.132,
2772,tm117324,One of Her Own,MOVIE,1994,91,['drama'],0.0,6.0,243.0,1.195,6.5
2773,tm947048,Tributaries,MOVIE,1995,10,"['drama', 'scifi']",0.0,6.4,29.0,0.6,
2774,tm54991,Oruvan,MOVIE,1999,152,['drama'],0.0,,,0.645,5.0
2775,tm189044,Miracle on Interstate 880,MOVIE,1993,90,['drama'],0.0,5.9,255.0,0.932,5.5
2776,tm8376,Mission of the Shark: The Saga of the U.S.S. Indianapolis,MOVIE,1991,100,"['action', 'drama', 'history', 'war']",0.0,6.2,867.0,2.581,6.3
2777,tm125219,Those Secrets,MOVIE,1992,105,['drama'],0.0,5.3,49.0,0.6,4.0
2778,tm350467,Boy Meets Girl,MOVIE,1998,99,"['fantasy', 'romance', 'comedy']",0.0,5.4,321.0,2.045,
2779,tm771230,The Last House on the Street,MOVIE,1993,73,"['horror', 'comedy']",0.0,1.8,165.0,3.099,
2780,tm5712,Write to Kill,MOVIE,1991,99,"['thriller', 'drama']",0.0,,,1.471,5.7
2781,tm126766,From the Files of Joseph Wambaugh: A Jury of One,MOVIE,1992,96,"['crime', 'drama']",0.0,6.2,60.0,0.6,
2782,tm59229,The Dark Angel: Psycho Kickboxer,MOVIE,1998,90,['drama'],0.0,,,1.4,4.7
2783,tm241976,Kick of Death,MOVIE,1997,85,"['action', 'crime']",0.0,7.2,448.0,0.877,
